dataset_version,parser_version,rules_version,tag_version,it_id,name,detail_url,image_url,selling_price,benefit_price,price,price_effective,price_is_estimated,price_source,frontend_price_band,raw_soldout,inventory_sync_warning,recommendable,recommendable_live,recommend_group,product_type,exclude_reason,parse_confidence,parse_flags,needs_review,cpu_raw,cpu_norm,cpu_parse_rule,gpu_raw,gpu_norm,gpu_parse_rule,ram_gb,ram_ddr_gen,ram_channels,ssd_total_gb,gpu_vram_gb,power_watt,case_color,wifi_support,has_32gb_plus,has_1tb_plus,qhd_gaming_fit,uhd4k_fit,video_edit_level,ai_entry_fit,llm_local_fit,value_position,performance_position,design_position,upgrade_headroom,consult_required,gaming_grade_fhd,gaming_grade_qhd,gaming_grade_4k,video_edit_grade,office_grade,modeling_grade,ai_entry_grade,streaming_grade,ai_ready,llm_entry_ready,llm_standard_ready,gpu_vendor,gpu_tensor_class,vram_class,local_ai_grade,image_gen_local_grade,frontend_primary_usage,frontend_game_tags,frontend_usage_tags,frontend_installment_tags,frontend_spec_band,frontend_rank_score,best_for_tags,avoid_for_tags,selling_points,display_badges,search_tags,summary_reason,fps_1080p,fps_1440p,fps_4k_raw,fps_4k_corrected,usage_score,resolution,tier,perf_updated_at
2.0.0,2.1.0,2.0.0,2.0.0,2772530188,100만원대 가성비 게이밍 컴퓨터 14400F RTX 5060 블랙 GY183,https://www.youngjaecomputer.com/shop/item.php?it_id=2772530188,https://admin.youngjaecomputer.com/data/item/2772530188_l,1734800.0,,1734800.0,1734800.0,False,source_price,100~200만 원,True,True,True,False,consumer_general,consumer_complete,[],0.95,"[""power_missing""]",False,[인텔] 코어i5-14세대 14400F (랩터레이크 리프레시) (벌크),14400F,source_parsed_cpu,[PALIT] 지포스 RTX 5060 DUAL OC D7 8GB 이엠텍,RTX 5060,source_parsed_gpu,32.0,4.0,2.0,512.0,8.0,,black,False,True,False,True,False,표준,True,True,value,high_end,standard,unknown,False,good,good,poor,standard,good,standard,체험,standard,True,True,False,nvidia,nvidia_entry,6_8gb,1,2,영상편집,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],QHD 퍼포먼스,77,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""블랙 감성"", ""사무/멀티태스킹""]","[""4K AAA 풀옵션"", ""대형 로컬 LLM"", ""VRAM 여유 중시""]","[""32GB 기본 구성"", ""QHD 게이밍 밸런스"", ""AI 입문 가능"", ""가성비 우수""]","[""QHD"", ""AI"", ""32GB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용""]",이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리까지 갖춰 가격 효율도 좋아 추천합니다.,"{""lol"": 274, ""tft"": 209, ""2xko"": 246, ""pubg"": 176, ""aion2"": 86, ""diablo4"": 101, ""lostark"": 132, ""valorant"": 256, ""wildrift"": 429, ""reddesert"": 54, ""overwatch2"": 162, ""cyberpunk2077"": 89}","{""lol"": 178, ""tft"": 136, ""2xko"": 160, ""pubg"": 114, ""aion2"": 56, ""diablo4"": 66, ""lostark"": 86, ""valorant"": 167, ""wildrift"": 279, ""reddesert"": 35, ""overwatch2"": 105, ""cyberpunk2077"": 58}","{""lol"": 96, ""tft"": 73, ""2xko"": 86, ""pubg"": 62, ""aion2"": 30, ""diablo4"": 35, ""lostark"": 46, ""valorant"": 90, ""wildrift"": 150, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""lol"": 96, ""tft"": 73, ""2xko"": 86, ""pubg"": 62, ""aion2"": 30, ""diablo4"": 35, ""lostark"": 46, ""valorant"": 90, ""wildrift"": 150, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""가능"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""비추천""}",B+,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2771915936,200만원초반대 작업용 추천PC VY111,https://www.youngjaecomputer.com/shop/item.php?it_id=2771915936,https://admin.youngjaecomputer.com/data/item/2771915936_l,,,,2200000.0,True,title_price_hint,200~300만 원,True,True,True,False,consumer_general,consumer_complete,[],0.95,"[""power_missing""]",False,[인텔] 코어i5-14세대 14600K (랩터레이크 리프레시) (벌크),14600K,source_parsed_cpu,[PALIT] 지포스 RTX 5060 DUAL OC D7 8GB 이엠텍,RTX 5060,source_parsed_gpu,32.0,4.0,2.0,1024.0,8.0,,black,False,True,True,True,False,표준,True,True,balanced,high_end,standard,unknown,False,strong,good,poor,standard,good,standard,체험,standard,True,True,False,nvidia,nvidia_entry,6_8gb,1,2,영상편집,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],QHD 퍼포먼스,85,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""블랙 감성"", ""사무/멀티태스킹""]","[""4K AAA 풀옵션"", ""대형 로컬 LLM"", ""VRAM 여유 중시""]","[""32GB 기본 구성"", ""1TB 이상 저장공간"", ""QHD 게이밍 밸런스"", ""AI 입문 가능"", ""고성능 포지션""]","[""QHD"", ""AI"", ""32GB"", ""1TB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용""]","이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리, 1TB 이상 저장공간까지 갖춰 상위 성능이 필요한 고객에게 잘 맞아 추천합니다.","{""lol"": 302, ""tft"": 228, ""2xko"": 267, ""pubg"": 195, ""aion2"": 91, ""diablo4"": 105, ""lostark"": 141, ""valorant"": 279, ""wildrift"": 461, ""reddesert"": 56, ""overwatch2"": 169, ""cyberpunk2077"": 91}","{""lol"": 196, ""tft"": 148, ""2xko"": 174, ""pubg"": 126, ""aion2"": 59, ""diablo4"": 68, ""lostark"": 92, ""valorant"": 181, ""wildrift"": 299, ""reddesert"": 36, ""overwatch2"": 110, ""cyberpunk2077"": 59}","{""lol"": 106, ""tft"": 80, ""2xko"": 93, ""pubg"": 68, ""aion2"": 32, ""diablo4"": 37, ""lostark"": 49, ""valorant"": 98, ""wildrift"": 161, ""reddesert"": 19, ""overwatch2"": 59, ""cyberpunk2077"": 32}","{""lol"": 106, ""tft"": 80, ""2xko"": 93, ""pubg"": 68, ""aion2"": 32, ""diablo4"": 37, ""lostark"": 49, ""valorant"": 98, ""wildrift"": 161, ""reddesert"": 19, ""overwatch2"": 59, ""cyberpunk2077"": 32}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""원활"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""비추천""}",B+,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2771916770,200만원 후반대 작업용 추천PC VY112,https://www.youngjaecomputer.com/shop/item.php?it_id=2771916770,https://admin.youngjaecomputer.com/data/item/2771916770_l,,,,2800000.0,True,title_price_hint,200~300만 원,True,True,True,False,consumer_general,consumer_complete,[],0.85,"[""cpu_fallback_parsed"", ""power_missing""]",True,[인텔] 코어 울트라5 시리즈2 245K (애로우레이크) (정품),245K,cpu_ultra_series2_regex,[PNY] 지포스 RTX 5070 Ti OC D7 16GB Triple Fan 제이씨현,RTX 5070 Ti,source_parsed_gpu,32.0,5.0,2.0,1024.0,16.0,,black,False,True,True,True,True,표준,True,True,balanced,flagship,standard,unknown,True,strong,strong,possible,standard,good,standard,표준,advanced,True,True,True,nvidia,nvidia_prosumer,16gb,3,4,AI·딥러닝,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""스팀 AAA""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],4K 하이엔드,72,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""로컬 AI 입문"", ""로컬 LLM 입문""]","[""4K AAA 풀옵션""]","[""32GB 기본 구성"", ""1TB 이상 저장공간"", ""QHD 게이밍 밸런스"", ""AI 입문 가능"", ""고성능 포지션""]","[""QHD"", ""AI"", ""32GB"", ""1TB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""스팀 AAA"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준""]","이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리, 1TB 이상 저장공간까지 갖춰 상위 성능이 필요한 고객에게 잘 맞아 추천합니다.","{""lol"": 386, ""tft"": 313, ""2xko"": 383, ""pubg"": 242, ""aion2"": 158, ""diablo4"": 198, ""lostark"": 220, ""valorant"": 392, ""wildrift"": 703, ""reddesert"": 111, ""overwatch2"": 302, ""cyberpunk2077"": 192}","{""lol"": 251, ""tft"": 203, ""2xko"": 249, ""pubg"": 158, ""aion2"": 103, ""diablo4"": 129, ""lostark"": 143, ""valorant"": 255, ""wildrift"": 457, ""reddesert"": 72, ""overwatch2"": 196, ""cyberpunk2077"": 125}","{""lol"": 135, ""tft"": 109, ""2xko"": 134, ""pubg"": 85, ""aion2"": 55, ""diablo4"": 69, ""lostark"": 77, ""valorant"": 137, ""wildrift"": 246, ""reddesert"": 39, ""overwatch2"": 106, ""cyberpunk2077"": 67}","{""lol"": 116, ""tft"": 94, ""2xko"": 115, ""pubg"": 73, ""aion2"": 47, ""diablo4"": 59, ""lostark"": 66, ""valorant"": 118, ""wildrift"": 212, ""reddesert"": 34, ""overwatch2"": 91, ""cyberpunk2077"": 58}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""원활"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""가능""}",A+,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2729593890,마닥개검증 발로란트 게이밍PC 7500F/RTX5060 발로란트 FHD 500프레임 이상 GY102,https://www.youngjaecomputer.com/shop/item.php?it_id=2729593890,https://admin.youngjaecomputer.com/data/item/2729593890_l,1973100.0,,1973100.0,1973100.0,False,source_price,100~200만 원,True,True,True,False,consumer_general,consumer_complete,[],0.95,"[""power_missing""]",False,[AMD] 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)),7500F,source_parsed_cpu,[MANLI] 지포스 RTX 5060 Polar Fox D7 OC 8GB 대원씨티에스,RTX 5060,source_parsed_gpu,32.0,5.0,2.0,512.0,8.0,,black,False,True,False,True,False,표준,True,True,balanced,high_end,standard,unknown,False,strong,good,poor,standard,good,standard,체험,standard,True,True,False,nvidia,nvidia_entry,6_8gb,1,2,영상편집,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],QHD 퍼포먼스,77,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""블랙 감성"", ""사무/멀티태스킹""]","[""4K AAA 풀옵션"", ""대형 로컬 LLM"", ""VRAM 여유 중시""]","[""32GB 기본 구성"", ""QHD 게이밍 밸런스"", ""AI 입문 가능"", ""고성능 포지션""]","[""QHD"", ""AI"", ""32GB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용""]",이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리까지 갖춰 상위 성능이 필요한 고객에게 잘 맞아 추천합니다.,"{""lol"": 283, ""tft"": 215, ""2xko"": 253, ""pubg"": 182, ""aion2"": 88, ""diablo4"": 102, ""lostark"": 135, ""valorant"": 264, ""wildrift"": 439, ""reddesert"": 55, ""overwatch2"": 164, ""cyberpunk2077"": 90}","{""lol"": 184, ""tft"": 140, ""2xko"": 164, ""pubg"": 118, ""aion2"": 57, ""diablo4"": 67, ""lostark"": 88, ""valorant"": 172, ""wildrift"": 285, ""reddesert"": 35, ""overwatch2"": 107, ""cyberpunk2077"": 58}","{""lol"": 99, ""tft"": 75, ""2xko"": 89, ""pubg"": 64, ""aion2"": 31, ""diablo4"": 36, ""lostark"": 47, ""valorant"": 92, ""wildrift"": 154, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""lol"": 99, ""tft"": 75, ""2xko"": 89, ""pubg"": 64, ""aion2"": 31, ""diablo4"": 36, ""lostark"": 47, ""valorant"": 92, ""wildrift"": 154, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""가능"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""비추천""}",B+,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2706692653,8000G 시리즈 출시! 라이젠 8700G/내장 VGA 화이트게이밍PC,https://www.youngjaecomputer.com/shop/item.php?it_id=2706692653,https://admin.youngjaecomputer.com/data/item/2706692653_l,1343000.0,,1343000.0,1343000.0,False,source_price,100~200만 원,True,True,False,False,office_apu_consult,apu_or_no_gpu,"[""gpu_not_discrete""]",0.95,"[""power_missing""]",False,[AMD] 라이젠7-5세대 8700G (피닉스) (멀티팩(정품)),8700G,source_parsed_cpu,CPU 내장 그래픽카드 사용 (그래픽카드 옵션 / F모델 사용 시 필수) 사양추가,Integrated Graphics,source_parsed_gpu,16.0,5.0,1.0,500.0,2.0,,white,False,False,False,False,False,입문,False,False,value,mainstream,white_emotional,unknown,True,entry,entry,poor,entry,good,limited,불가,entry,False,False,False,integrated,none,shared_2gb,0,0,사무용,"[""리그오브레전드""]","[""게이밍"", ""사무용"", ""영상편집"", ""방송·스트리밍""]",[],FHD 가성비,1,"[""영상편집 입문"", ""화이트 감성""]","[""4K AAA 풀옵션"", ""대형 로컬 LLM"", ""VRAM 여유 중시"", ""즉시 구매형 일반 추천""]","[""화이트 감성 우수"", ""가성비 우수""]","[""화이트""]","[""리그오브레전드"", ""게이밍"", ""사무용"", ""영상편집"", ""방송·스트리밍"", ""영상편집 입문"", ""화이트 감성"", ""화이트 감성 우수"", ""가성비 우수"", ""화이트""]",이 제품은 사무와 가벼운 용도에는 맞지만 일반 추천용 완성형 게이밍 PC 기준에서는 별도 그래픽 구성이 없어 상담용으로 분리했습니다.,"{""lol"": 206, ""tft"": 145, ""2xko"": 162, ""pubg"": 135, ""aion2"": 42, ""diablo4"": 41, ""lostark"": 77, ""valorant"": 174, ""wildrift"": 260, ""reddesert"": 19, ""overwatch2"": 75, ""cyberpunk2077"": 26}","{""lol"": 134, ""tft"": 94, ""2xko"": 105, ""pubg"": 88, ""aion2"": 27, ""diablo4"": 27, ""lostark"": 50, ""valorant"": 113, ""wildrift"": 169, ""reddesert"": 12, ""overwatch2"": 49, ""cyberpunk2077"": 17}","{""lol"": 72, ""tft"": 51, ""2xko"": 57, ""pubg"": 47, ""aion2"": 15, ""diablo4"": 14, ""lostark"": 27, ""valorant"": 61, ""wildrift"": 91, ""reddesert"": 7, ""overwatch2"": 26, ""cyberpunk2077"": 9}","{""lol"": 72, ""tft"": 51, ""2xko"": 57, ""pubg"": 47, ""aion2"": 15, ""diablo4"": 14, ""lostark"": 27, ""valorant"": 61, ""wildrift"": 91, ""reddesert"": 7, ""overwatch2"": 26, ""cyberpunk2077"": 9}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""가능"", ""autocad"": ""가능"", ""blender"": ""가능"", ""simulation"": ""가능"", ""rendering3d"": ""제한""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""가능"", ""uhd4kEditing"": ""가능""}}","{""fhd"": ""최적"", ""qhd"": ""가능"", ""uhd4k"": ""비추천""}",D,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2702540366,게이밍데스크탑 추천 7500F / RTX 5060 비싼 거 살 필요 없이 QHD 게이밍은 딱 이 견적으로 하면 됩니다.,https://www.youngjaecomputer.com/shop/item.php?it_id=2702540366,https://admin.youngjaecomputer.com/data/item/2702540366_l,2241700.0,,2241700.0,2241700.0,False,source_price,200~300만 원,True,True,True,False,consumer_general,consumer_complete,[],0.95,"[""power_missing""]",False,[AMD] 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)),7500F,source_parsed_cpu,[GAINWARD] 지포스 RTX 5060 고스트 D7 8GB,RTX 5060,source_parsed_gpu,32.0,5.0,2.0,1024.0,8.0,,black,False,True,True,True,False,표준,True,True,balanced,high_end,standard,unknown,False,strong,good,poor,standard,good,standard,체험,standard,True,True,False,nvidia,nvidia_entry,6_8gb,1,2,영상편집,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],QHD 퍼포먼스,85,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""블랙 감성"", ""사무/멀티태스킹""]","[""4K AAA 풀옵션"", ""대형 로컬 LLM"", ""VRAM 여유 중시""]","[""32GB 기본 구성"", ""1TB 이상 저장공간"", ""QHD 게이밍 밸런스"", ""AI 입문 가능"", ""고성능 포지션""]","[""QHD"", ""AI"", ""32GB"", ""1TB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용""]","이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리, 1TB 이상 저장공간까지 갖춰 상위 성능이 필요한 고객에게 잘 맞아 추천합니다.","{""lol"": 283, ""tft"": 215, ""2xko"": 253, ""pubg"": 182, ""aion2"": 88, ""diablo4"": 102, ""lostark"": 135, ""valorant"": 264, ""wildrift"": 439, ""reddesert"": 55, ""overwatch2"": 164, ""cyberpunk2077"": 90}","{""lol"": 184, ""tft"": 140, ""2xko"": 164, ""pubg"": 118, ""aion2"": 57, ""diablo4"": 67, ""lostark"": 88, ""valorant"": 172, ""wildrift"": 285, ""reddesert"": 35, ""overwatch2"": 107, ""cyberpunk2077"": 58}","{""lol"": 99, ""tft"": 75, ""2xko"": 89, ""pubg"": 64, ""aion2"": 31, ""diablo4"": 36, ""lostark"": 47, ""valorant"": 92, ""wildrift"": 154, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""lol"": 99, ""tft"": 75, ""2xko"": 89, ""pubg"": 64, ""aion2"": 31, ""diablo4"": 36, ""lostark"": 47, ""valorant"": 92, ""wildrift"": 154, ""reddesert"": 19, ""overwatch2"": 57, ""cyberpunk2077"": 31}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""가능"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""비추천""}",B+,2026-03-26 01:58:07.619245+00
2.0.0,2.1.0,2.0.0,2.0.0,2696930556,7900 / RX 7900 GRE 집에 화가 하나 들여 놓으실래요? Ai 그림 작업용 PC,https://www.youngjaecomputer.com/shop/item.php?it_id=2696930556,https://admin.youngjaecomputer.com/data/item/2696930556_l,3294600.0,,3294600.0,3294600.0,False,source_price,300만 원 이상,True,True,True,False,consumer_general,consumer_complete,[],0.95,"[""power_missing""]",False,[AMD] 7900 (라파엘) (멀티팩(정품)),7900,source_parsed_cpu,[ASUS] 라데온 RX 7900 XT O20G OC D6 20GB 대원씨티에스,RX 7900 XT,source_parsed_gpu,32.0,5.0,2.0,1024.0,20.0,,other,False,True,True,True,True,표준,True,True,balanced,flagship,standard,unknown,False,strong,strong,possible,standard,good,standard,입문,entry,True,True,False,amd,amd_limited_plus,20_24gb,2,3,영상편집,"[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""스팀 AAA""]","[""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍""]",[],4K 하이엔드,77,"[""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준"", ""AI 공부용"", ""로컬 AI 입문"", ""사무/멀티태스킹""]","[""4K AAA 풀옵션""]","[""32GB 기본 구성"", ""1TB 이상 저장공간"", ""QHD 게이밍 밸런스"", ""AI 활용 가능"", ""고성능 포지션""]","[""QHD"", ""AI"", ""32GB"", ""1TB""]","[""리그오브레전드"", ""배틀그라운드"", ""로스트아크"", ""발로란트"", ""오버워치2"", ""아이온2"", ""스팀 AAA"", ""게이밍"", ""사무용"", ""영상편집"", ""3D 모델링"", ""AI·딥러닝"", ""방송·스트리밍"", ""QHD 게이밍"", ""영상편집 표준"", ""3D 모델링 표준""]","이 제품은 QHD 게이밍과 일반 영상편집에 맞고 32GB 메모리, 1TB 이상 저장공간까지 갖춰 상위 성능이 필요한 고객에게 잘 맞아 추천합니다.","{""lol"": 353, ""tft"": 283, ""2xko"": 345, ""pubg"": 222, ""aion2"": 139, ""diablo4"": 173, ""lostark"": 196, ""valorant"": 354, ""wildrift"": 629, ""reddesert"": 97, ""overwatch2"": 266, ""cyberpunk2077"": 166}","{""lol"": 229, ""tft"": 184, ""2xko"": 224, ""pubg"": 145, ""aion2"": 91, ""diablo4"": 113, ""lostark"": 127, ""valorant"": 230, ""wildrift"": 409, ""reddesert"": 63, ""overwatch2"": 173, ""cyberpunk2077"": 108}","{""lol"": 123, ""tft"": 99, ""2xko"": 121, ""pubg"": 78, ""aion2"": 49, ""diablo4"": 61, ""lostark"": 69, ""valorant"": 124, ""wildrift"": 220, ""reddesert"": 34, ""overwatch2"": 93, ""cyberpunk2077"": 58}","{""lol"": 106, ""tft"": 85, ""2xko"": 104, ""pubg"": 67, ""aion2"": 42, ""diablo4"": 52, ""lostark"": 59, ""valorant"": 107, ""wildrift"": 189, ""reddesert"": 29, ""overwatch2"": 80, ""cyberpunk2077"": 50}","{""office"": {""document"": ""원활"", ""photoshop"": ""원활"", ""webMultitab"": ""원활"", ""multitasking"": ""원활"", ""videoConference"": ""원활""}, ""modeling"": {""bim"": ""원활"", ""autocad"": ""원활"", ""blender"": ""원활"", ""simulation"": ""원활"", ""rendering3d"": ""원활""}, ""videoEditing"": {""fhdEditing"": ""원활"", ""multiTrack"": ""원활"", ""qhdEditing"": ""원활"", ""renderSpeed"": ""원활"", ""uhd4kEditing"": ""원활""}}","{""fhd"": ""최적"", ""qhd"": ""최적"", ""uhd4k"": ""가능""}",A+,2026-03-26 01:58:07.619245+00
